Word,POS Tag,Error,ref,Hawkins,Ntype,Abstract
And,CCONJ,-,-,-,-,-
at,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
end,NOUN,correct,nonref,situational,sing,abstr
it,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
helpful,ADJ,-,-,-,-,-
to,PART,-,-,-,-,-
speak,VERB,-,-,-,-,-
complete,ADJ,-,-,-,-,-
sentences,NOUN,correct,nonref,indef,pl,abstr
with,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
learned,VERB,-,-,-,-,-
words,NOUN,correct,nonref,situational,pl,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,PRON,-,-,-,-,-
could,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
done,VERB,-,-,-,-,-
by,SCONJ,-,-,-,-,-
telling,VERB,-,-,-,-,-
stories,NOUN,correct,nonref,indef,pl,abstr
or,CCONJ,-,-,-,-,-
by,SCONJ,-,-,-,-,-
learning,VERB,-,-,-,-,-
typically,ADV,-,-,-,-,-
used,VERB,-,-,-,-,-
phrases,NOUN,correct,nonref,indef,pl,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Last,ADJ,-,-,-,-,-
but,CCONJ,-,-,-,-,-
not,PART,-,-,-,-,-
least,ADJ,-,-,-,-,-
the,DET,-,-,-,-,-
key,NOUN,correct,ref,situational,sing,abstr
for,SCONJ,-,-,-,-,-
learning,NOUN,-,-,-,-,-
English,PROPN,-,-,-,-,-
is,AUX,-,-,-,-,-
to,PART,-,-,-,-,-
keep,VERB,-,-,-,-,-
on,ADP,-,-,-,-,-
daily,ADJ,-,-,-,-,-
practicing,NOUN,-,-,-,-,-
!,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
To,PART,-,-,-,-,-
help,VERB,-,-,-,-,-
me,PRON,-,-,-,-,-
with,ADP,-,-,-,-,-
my,PRON,-,-,-,-,-
vocabulary,NOUN,-,-,-,-,-
I,PRON,-,-,-,-,-
like,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
watch,VERB,-,-,-,-,-
American,ADJ,-,-,-,-,-
soap,NOUN,-,-,-,-,-
opera,NOUN,-,-,-,-,-
without,ADP,-,-,-,-,-
subtitle,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
That,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
good,ADJ,-,-,-,-,-
way,NOUN,correct,pred/prop,indef,sing,abstr
to,PART,-,-,-,-,-
improve,VERB,-,-,-,-,-
my,PRON,-,-,-,-,-
vocabulary,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
my,PRON,-,-,-,-,-
listening,NOUN,-,-,-,-,-
skills,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Another,DET,-,-,-,-,-
thing,NOUN,-,-,-,-,-
that,PRON,-,-,-,-,-
I,PRON,-,-,-,-,-
did,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
lot,NOUN,-,-,-,-,-
was,AUX,-,-,-,-,-
to,PART,-,-,-,-,-
read,VERB,-,-,-,-,-
newspaper,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
magazines,NOUN,correct,nonref,indef,pl,concr
and,CCONJ,-,-,-,-,-
books,NOUN,correct,nonref,indef,pl,concr
in,ADP,-,-,-,-,-
English,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
think,VERB,-,-,-,-,-
that,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
really,ADV,-,-,-,-,-
good,ADJ,-,-,-,-,-
way,NOUN,correct,pred/prop,indef,sing,abstr
to,PART,-,-,-,-,-
improve,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
vocabulary,NOUN,error,nonref,indef,mass,abstr
in,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
language,NOUN,correct,nonref,indef,sing,abstr
that,PRON,-,-,-,-,-
you,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
trying,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
learn,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
believe,VERB,-,-,-,-,-
I,PRON,-,-,-,-,-
should,AUX,-,-,-,-,-
do,VERB,-,-,-,-,-
it,PRON,-,-,-,-,-
more,ADV,-,-,-,-,-
often,ADV,-,-,-,-,-
nowadays,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Another,DET,-,-,-,-,-
tip,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
to,PART,-,-,-,-,-
use,VERB,-,-,-,-,-
only,ADV,-,-,-,-,-
English,PROPN,-,-,-,-,-
to,ADP,-,-,-,-,-
English,ADJ,-,-,-,-,-
dictionary,NOUN,error,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Never,ADV,-,-,-,-,-
use,VERB,-,-,-,-,-
other,ADJ,-,-,-,-,-
kind,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
dictionary,NOUN,-,-,-,-,-
!,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
think,VERB,-,-,-,-,-
that,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
the,DET,-,-,-,-,-
best,ADJ,-,-,-,-,-
way,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
learn,VERB,-,-,-,-,-
new,ADJ,-,-,-,-,-
words,NOUN,correct,nonref,indef,pl,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Hi,INTJ,-,-,-,-,-
Graham,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
Thank,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
ever,ADV,-,-,-,-,-
so,ADV,-,-,-,-,-
much,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
invitation,NOUN,correct,ref,situational,sing,abstr
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
m,AUX,-,-,-,-,-
afraid,ADJ,-,-,-,-,-
we,PRON,-,-,-,-,-
ca,AUX,-,-,-,-,-
nt,PART,-,-,-,-,-
make,VERB,-,-,-,-,-
it,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
We,PRON,-,-,-,-,-
will,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
hosting,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
party,NOUN,correct,ref,indef,sing,abstr
in,ADP,-,-,-,-,-
our,PRON,-,-,-,-,-
house,NOUN,-,-,-,-,-
tomorrow,NOUN,-,-,-,-,-
(,PUNCT,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
my,PRON,-,-,-,-,-
mother's,ADJ,-,-,-,-,-
-,PUNCT,-,-,-,-,-
in,ADP,-,-,-,-,-
-,PUNCT,-,-,-,-,-
law,NOUN,-,-,-,-,-
birthday,NOUN,-,-,-,-,-
),PUNCT,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
sorry,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
we,PRON,-,-,-,-,-
can,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
see,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
possibility,NOUN,error,nonref,indef,sing,abstr
of,SCONJ,-,-,-,-,-
attending,VERB,-,-,-,-,-
both,CCONJ,-,-,-,-,-
parties,NOUN,-,-,-,-,-
without,SCONJ,-,-,-,-,-
being,AUX,-,-,-,-,-
misunderstood,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Diane,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
thankful,ADJ,-,-,-,-,-
for,ADP,-,-,-,-,-
your,PRON,-,-,-,-,-
attention,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
we,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
pleased,ADJ,-,-,-,-,-
to,PART,-,-,-,-,-
invite,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
and,CCONJ,-,-,-,-,-
ucy,VERB,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
in,ADP,-,-,-,-,-
our,PRON,-,-,-,-,-
house,NOUN,-,-,-,-,-
for,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
dinner,NOUN,correct,nonref,indef,sing,concr
next,ADJ,-,-,-,-,-
week,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
You,PRON,-,-,-,-,-
highly,ADV,-,-,-,-,-
welcome,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
visit,VERB,-,-,-,-,-
us,PRON,-,-,-,-,-
on,ADP,-,-,-,-,-
Wednesday,PROPN,-,-,-,-,-
or,CCONJ,-,-,-,-,-
Friday,PROPN,-,-,-,-,-
if,SCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
wish,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
 ,INTJ,-,-,-,-,-
et,VERB,-,-,-,-,-
me,PRON,-,-,-,-,-
know,VERB,-,-,-,-,-
of,ADP,-,-,-,-,-
your,PRON,-,-,-,-,-
choice,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
be,AUX,-,-,-,-,-
sure,ADJ,-,-,-,-,-
we,PRON,-,-,-,-,-
really,ADV,-,-,-,-,-
look,VERB,-,-,-,-,-
forward,ADV,-,-,-,-,-
to,PART,-,-,-,-,-
welcome,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
in,ADP,-,-,-,-,-
our,PRON,-,-,-,-,-
house,NOUN,-,-,-,-,-
as,ADP,-,-,-,-,-
our,PRON,-,-,-,-,-
guests,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
Best,ADJ,-,-,-,-,-
wishes,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
Chris,PROPN,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
In,ADP,-,-,-,-,-
Germany,PROPN,-,-,-,-,-
you,PRON,-,-,-,-,-
should,AUX,-,-,-,-,-
wait,VERB,-,-,-,-,-
until,SCONJ,-,-,-,-,-
all,DET,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
have,AUX,-,-,-,-,-
sat,VERB,-,-,-,-,-
down,ADP,-,-,-,-,-
and,CCONJ,-,-,-,-,-
all,DET,-,-,-,-,-
of,ADP,-,-,-,-,-
them,PRON,-,-,-,-,-
got,VERB,-,-,-,-,-
their,PRON,-,-,-,-,-
food,NOUN,-,-,-,-,-
before,SCONJ,-,-,-,-,-
starting,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
eat,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
If,SCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
meet,VERB,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
in,ADP,-,-,-,-,-
business,NOUN,correct,nonref,indef,mass,abstr
",",PUNCT,-,-,-,-,-
on,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
formal,ADJ,-,-,-,-,-
event,NOUN,correct,nonref,indef,sing,abstr
or,CCONJ,-,-,-,-,-
older,ADJ,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
than,SCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
",",PUNCT,-,-,-,-,-
informal,ADJ,-,-,-,-,-
address,NOUN,-,-,-,-,-
or,CCONJ,-,-,-,-,-
calling,VERB,-,-,-,-,-
them,PRON,-,-,-,-,-
by,ADP,-,-,-,-,-
their,PRON,-,-,-,-,-
first,ADJ,-,-,-,-,-
name,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
impolite,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
rank,NOUN,-,-,-,-,-
before,SCONJ,-,-,-,-,-
one,NUM,-,-,-,-,-
or,CCONJ,-,-,-,-,-
the,DET,-,-,-,-,-
elder,ADJ,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
has,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
offer,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
the,DET,-,-,-,-,-
allowance,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
call,VERB,-,-,-,-,-
him,PRON,-,-,-,-,-
at,ADP,-,-,-,-,-
by,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
surname,NOUN,correct,nonref,situational,sing,abstr
and,CCONJ,-,-,-,-,-
to,PART,-,-,-,-,-
address,VERB,-,-,-,-,-
him,PRON,-,-,-,-,-
informal,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
If,SCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
meet,VERB,-,-,-,-,-
young,ADJ,-,-,-,-,-
people,NOUN,correct,nonref,situational,pl,concr
or,CCONJ,-,-,-,-,-
elderly,ADJ,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
than,ADP,-,-,-,-,-
you,PRON,-,-,-,-,-
at,ADP,-,-,-,-,-
an,DET,-,-,-,-,-
informal,ADJ,-,-,-,-,-
destination,NOUN,correct,nonref,indef,sing,concr
",",PUNCT,-,-,-,-,-
informal,ADJ,-,-,-,-,-
address,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
normally,ADV,-,-,-,-,-
or,CCONJ,-,-,-,-,-
calling,VERB,-,-,-,-,-
them,PRON,-,-,-,-,-
by,ADP,-,-,-,-,-
their,PRON,-,-,-,-,-
surname,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
necessarily,ADV,-,-,-,-,-
impolite,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
depends,VERB,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
situation,NOUN,correct,nonref,situational,sing,abstr
and,CCONJ,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
people,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Cuddle,VERB,-,-,-,-,-
and,CCONJ,-,-,-,-,-
kissing,VERB,-,-,-,-,-
foreign,ADJ,-,-,-,-,-
people,NOUN,-,-,-,-,-
on,ADP,-,-,-,-,-
their,PRON,-,-,-,-,-
cheeks,NOUN,-,-,-,-,-
do,VERB,-,-,-,-,-
only,ADV,-,-,-,-,-
few,ADJ,-,-,-,-,-
young,ADJ,-,-,-,-,-
woman,NOUN,-,-,-,-,-
or,CCONJ,-,-,-,-,-
specific,ADJ,-,-,-,-,-
groups,NOUN,correct,nonref,indef,pl,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
the,DET,-,-,-,-,-
normal,ADJ,-,-,-,-,-
case,NOUN,correct,pred/prop,situational,sing,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Only,ADV,-,-,-,-,-
couples,NOUN,correct,nonref,indef,pl,concr
",",PUNCT,-,-,-,-,-
very,ADV,-,-,-,-,-
good,ADJ,-,-,-,-,-
friends,NOUN,correct,nonref,indef,pl,concr
or,CCONJ,-,-,-,-,-
family,NOUN,-,-,-,-,-
members,NOUN,correct,nonref,indef,pl,concr
usually,ADV,-,-,-,-,-
embrace,VERB,-,-,-,-,-
themselve,PRON,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
public,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Using,VERB,-,-,-,-,-
your,PRON,-,-,-,-,-
cell,NOUN,-,-,-,-,-
phone,NOUN,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
table,NOUN,correct,nonref,situational,sing,concr
is,AUX,-,-,-,-,-
impolite,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
should,AUX,-,-,-,-,-
hold,VERB,-,-,-,-,-
your,PRON,-,-,-,-,-
left,ADJ,-,-,-,-,-
hand,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
mouth,NOUN,correct,ref,situational,sing,concr
if,SCONJ,-,-,-,-,-
you,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
sneezing,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Dear,ADJ,-,-,-,-,-
Graham,PROPN,-,-,-,-,-
:,PUNCT,-,-,-,-,-
This,DET,-,-,-,-,-
afternoon,NOUN,-,-,-,-,-
I,PRON,-,-,-,-,-
received,VERB,-,-,-,-,-
your,PRON,-,-,-,-,-
email,NOUN,-,-,-,-,-
about,SCONJ,-,-,-,-,-
inviting,VERB,-,-,-,-,-
us,PRON,-,-,-,-,-
to,ADP,-,-,-,-,-
your,PRON,-,-,-,-,-
house,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
have,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
birthday,NOUN,-,-,-,-,-
party,NOUN,correct,ref,indef,sing,abstr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
That,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
so,ADV,-,-,-,-,-
kind,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
you,PRON,-,-,-,-,-
to,PART,-,-,-,-,-
invite,VERB,-,-,-,-,-
us,PRON,-,-,-,-,-
really,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Unfortunately,ADV,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
afraid,ADJ,-,-,-,-,-
I,PRON,-,-,-,-,-
am,AUX,-,-,-,-,-
unable,ADJ,-,-,-,-,-
to,PART,-,-,-,-,-
join,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
because,SCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
prepare,VERB,-,-,-,-,-
my,PRON,-,-,-,-,-
College,PROPN,-,-,-,-,-
English,ADJ,-,-,-,-,-
Grade,PROPN,-,-,-,-,-
Examination,NOUN,-,-,-,-,-
for,ADP,-,-,-,-,-
Band,PROPN,-,-,-,-,-
6,NUM,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
For,ADP,-,-,-,-,-
me,PRON,-,-,-,-,-
this,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
an,DET,-,-,-,-,-
every,DET,-,-,-,-,-
important,ADJ,-,-,-,-,-
test,NOUN,correct,pred/prop,indef,sing,abstr
for,ADP,-,-,-,-,-
in,ADP,-,-,-,-,-
future,ADJ,-,-,-,-,-
work,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
job,NOUN,-,-,-,-,-
conreer,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
urgently,ADV,-,-,-,-,-
this,DET,-,-,-,-,-
exam,NOUN,-,-,-,-,-
will,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
held,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
couple,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
weeks,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
so,ADV,-,-,-,-,-
I,PRON,-,-,-,-,-
want,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
use,VERB,-,-,-,-,-
this,DET,-,-,-,-,-
short,ADJ,-,-,-,-,-
time,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
review,VERB,-,-,-,-,-
and,CCONJ,-,-,-,-,-
have,VERB,-,-,-,-,-
some,DET,-,-,-,-,-
simulation,NOUN,-,-,-,-,-
tests,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
advance,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
faithfully,ADV,-,-,-,-,-
apologize,VERB,-,-,-,-,-
that,SCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
fail,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
take,VERB,-,-,-,-,-
this,DET,-,-,-,-,-
party,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Actually,ADV,-,-,-,-,-
I,PRON,-,-,-,-,-
would,AUX,-,-,-,-,-
love,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
just,ADV,-,-,-,-,-
some,DET,-,-,-,-,-
other,ADJ,-,-,-,-,-
items,NOUN,-,-,-,-,-
stop,VERB,-,-,-,-,-
me,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Thank,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
anyway,ADV,-,-,-,-,-
and,CCONJ,-,-,-,-,-
if,SCONJ,-,-,-,-,-
it,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
possible,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
sincerely,ADV,-,-,-,-,-
invite,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
to,PART,-,-,-,-,-
join,VERB,-,-,-,-,-
our,PRON,-,-,-,-,-
party,NOUN,-,-,-,-,-
after,ADP,-,-,-,-,-
my,PRON,-,-,-,-,-
exam,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
I,PRON,-,-,-,-,-
do,AUX,-,-,-,-,-
n't,PART,-,-,-,-,-
have,VERB,-,-,-,-,-
much,ADJ,-,-,-,-,-
experience,NOUN,-,-,-,-,-
in,SCONJ,-,-,-,-,-
writing,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
english,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
'll,AUX,-,-,-,-,-
try,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Here,ADV,-,-,-,-,-
in,ADP,-,-,-,-,-
Brazil,PROPN,-,-,-,-,-
we,PRON,-,-,-,-,-
have,VERB,-,-,-,-,-
very,ADV,-,-,-,-,-
similar,ADJ,-,-,-,-,-
values,NOUN,correct,ref,indef,pl,abstr
envolving,VERB,-,-,-,-,-
manners,NOUN,correct,nonref,indef,pl,abstr
and,CCONJ,-,-,-,-,-
etiquette,NOUN,correct,nonref,indef,mass,abstr
",",PUNCT,-,-,-,-,-
like,SCONJ,-,-,-,-,-
opening,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
door,NOUN,correct,nonref,situational,sing,concr
for,ADP,-,-,-,-,-
women,NOUN,correct,nonref,indef,pl,concr
",",PUNCT,-,-,-,-,-
avoiding,VERB,-,-,-,-,-
phone,NOUN,-,-,-,-,-
calls,NOUN,correct,nonref,indef,pl,abstr
at,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
table,NOUN,correct,nonref,situational,sing,concr
during,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
meal,NOUN,error,nonref,indef,sing,concr
and,CCONJ,-,-,-,-,-
placing,VERB,-,-,-,-,-
napkin,NOUN,error,nonref,indef,sing,concr
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
lap,NOUN,correct,nonref,situational,sing,concr
while,SCONJ,-,-,-,-,-
eating,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
We,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
taught,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
avoid,VERB,-,-,-,-,-
putting,VERB,-,-,-,-,-
elbows,NOUN,correct,nonref,indef,pl,concr
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
table,NOUN,correct,nonref,situational,sing,concr
either,ADV,-,-,-,-,-
",",PUNCT,-,-,-,-,-
as,SCONJ,-,-,-,-,-
to,PART,-,-,-,-,-
use,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
proper,ADJ,-,-,-,-,-
silverwear,NOUN,-,-,-,-,-
acordding,NOUN,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
meal,NOUN,correct,nonref,situational,sing,concr
(,PUNCT,-,-,-,-,-
salad,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
dissert,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
etc,NOUN,-,-,-,-,-
),PUNCT,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
In,ADP,-,-,-,-,-
public,ADJ,-,-,-,-,-
transportation,NOUN,correct,nonref,indef,mass,concr
",",PUNCT,-,-,-,-,-
like,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
bus,NOUN,correct,nonref,kind,sing,concr
and,CCONJ,-,-,-,-,-
the,DET,-,-,-,-,-
subway,NOUN,correct,nonref,kind,sing,concr
",",PUNCT,-,-,-,-,-
we,PRON,-,-,-,-,-
usually,ADV,-,-,-,-,-
give,VERB,-,-,-,-,-
our,PRON,-,-,-,-,-
seat,NOUN,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
elderly,ADJ,-,-,-,-,-
people,NOUN,error,nonref,indef,pl,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
a,DET,-,-,-,-,-
very,ADV,-,-,-,-,-
big,ADJ,-,-,-,-,-
issue,NOUN,correct,pred/prop,indef,sing,abstr
here,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
think,VERB,-,-,-,-,-
it,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
really,ADV,-,-,-,-,-
bad,ADJ,-,-,-,-,-
manners,NOUN,correct,pred/prop,indef,pl,abstr
to,PART,-,-,-,-,-
let,VERB,-,-,-,-,-
an,DET,-,-,-,-,-
older,ADJ,-,-,-,-,-
person,NOUN,correct,nonref,indef,sing,concr
standing,NOUN,-,-,-,-,-
while,SCONJ,-,-,-,-,-
young,ADJ,-,-,-,-,-
people,NOUN,correct,nonref,indef,pl,concr
are,AUX,-,-,-,-,-
sitting,VERB,-,-,-,-,-
down,ADP,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
usually,ADV,-,-,-,-,-
really,ADV,-,-,-,-,-
carefull,ADJ,-,-,-,-,-
about,SCONJ,-,-,-,-,-
asking,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
friend,NOUN,correct,nonref,indef,sing,concr
or,CCONJ,-,-,-,-,-
a,DET,-,-,-,-,-
collegue,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
